MMM,2021,4,-1,0.8189584853752043,95.0,69.0,0.15853658439916718,0.08291203231399796,101.0,66.0,0.2095808370683782,0.0709732256391954,14.317249209551537,7.378095800032188,18.112190935396296,11.051034253014397,16.404322709996244,11.140535015026959,34.04855319621302,70.70256731749184
MMM,2021,3,-1,0.8173872022486335,68.0,63.0,0.0381679386399394,0.07674282362229477,95.0,91.0,0.021505376228465718,0.06917069540008527,12.79238921001927,7.811998381099265,16.286666013520133,11.150152903920612,14.362553787682575,10.793553405168563,38.32631380425198,69.42418092957224
MMM,2021,1,1,0.8444417367957697,28.0,13.0,0.3658536496133256,0.07218309846446638,75.0,66.0,0.06382978678134903,0.059318468633017055,12.402551101348468,7.853731232572667,16.175459149429496,11.09473110471073,14.743456460863424,12.68835289967788,44.57263896515957,66.4627367720271
MMM,2020,4,1,0.7833925731979134,80.0,24.0,0.5384615332840237,0.0838709676742976,121.0,58.0,0.35195530529633906,0.07477025894955294,13.083438617382281,8.188790969289514,17.218729889152424,11.819631523859156,14.50688673556505,11.003577315987393,39.64232064133475,67.25807203421807
MMM,2020,2,1,0.76312718512901,34.0,15.0,0.3877550941274471,0.089579524516308,65.0,50.0,0.13043478147448018,0.06744868031234681,11.985483841351453,9.573010267253188,15.499381809278981,12.858413817028357,14.649411540926312,12.161744961471694,44.7556185732648,63.6569515443186
MMM,2020,1,0,0.8092089129207483,25.0,32.0,-0.12280701538935061,0.0872894332507053,64.0,58.0,0.04918032746573502,0.06161616158504234,10.947589571694603,6.857166101829282,14.648506517690876,10.240423930679,13.401458687273337,11.275190411970641,49.21224990689015,70.11918346314687
MMM,2019,4,-1,0.7765171528855825,49.0,27.0,0.2894736804016621,0.10935251782826975,78.0,49.0,0.22834645489490982,0.06566701134143381,11.410402722631883,8.026366172912514,15.432356463099516,11.310260357550497,13.454273218885966,11.140535015026959,45.52610606920024,68.40867148021329
MMM,2019,3,1,0.7010054477572636,16.0,12.0,0.14285713775510223,0.10447761155045668,91.0,70.0,0.13043478179854173,0.06419457732687617,10.729880050505052,9.687348174937256,14.75959595959596,13.171775261358471,13.5591,11.275190411970641,47.971761363636375,63.295198118614266
MMM,2019,2,-1,0.6818261982566767,19.0,26.0,-0.1555555520987655,0.07880910669210314,87.0,73.0,0.087499999453125,0.0645161290062435,10.780073874267941,7.80677008407331,14.293742557896529,11.241726721750494,13.241360182570464,11.20814326018867,50.0724069281427,68.59466293917545
MMM,2019,1,-1,0.7508589611847261,23.0,21.0,0.04545454442148763,0.10810810784248623,79.0,106.0,-0.14594594515704895,0.06788990823196701,9.964194848431752,6.91687878787879,13.405326791659366,10.20909090909091,12.631282223047503,10.125756701596842,52.487092605572116,71.69597727272729
MMM,2018,4,-1,0.7838580172040126,56.0,32.0,0.27272726962809923,0.06272273694745349,80.0,62.0,0.12676056248760167,0.06679209780489553,11.056928646843435,10.675410983758354,14.876653163305804,14.35481994043895,14.50688673556505,12.457975602129121,48.92784809842229,62.949256503541164
MMM,2018,3,0,0.7058400965466657,57.0,29.0,0.3255813915630071,0.07251264749366555,70.0,66.0,0.02941176448961938,0.0580452411190588,11.287290447504304,10.995017308359646,15.133752151462994,14.607177981686874,14.117786864225405,12.457975602129121,46.568382530120516,60.408258034210476
